book_id,isbn,title,author,description,year,pages,stars,date,clicks,views,event
21,9785400114236,Swift Pocket Reference: Programming for iOS and OS X,Энтони Грей,"Отримайте швидкі відповіді на запитання щодо розробки та налагодження додатків за допомогою Swift, мультипарадигмальної мови програмування від Apple. Цей кишеньковий довідник, оновлений з урахуванням новітніх можливостей Swift 2.0, є ідеальним інструментом для вивчення сучасних можливостей мови, включаючи безпеку типів, узагальнення, виведення типів, закриття, кортежі, автоматичне керування пам'яттю та підтримку Unicode.

Розроблений для роботи з Cocoa та Cocoa Touch, Swift можна використовувати в тандемі з Objective-C, і будь-яка мова може викликати API, реалізовані в іншій. Swift все ще розвивається, але Apple чітко бачить її як майбутню мову вибору для розробки програмного забезпечення для iOS та OS X.

Основні можливості включають

Підтримувані типи даних, такі як рядки, масиви, фрагменти масивів, множини та словникиПотік програми: цикли, умовне виконання та обробка помилокКласи, структури, перерахування та функціїПротоколи, розширення та узагальненняКерування пам'яттюЗакриття: подібно до блоків в Objective-C та лямбд в C#Опції: значення, які можуть явно не мати значенняОператори, перевантаження операторів та користувацькі операториКерування доступом: обмеження доступу до типів, методів та властивостейДіапазони, інтервали та крокиПовний перелік вбудованих глобальних функцій та вимоги до їхніх параметрів",2015,236,3,1993-11-10T14:54:06.000Z,0,0,0
22,9783495639801,NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence,"Мартин Фаулер, Прамодкумар Дж. Садаладж","NoSQL Distilled - це стислий, але ґрунтовний вступ до цієї технології, що стрімко розвивається. Прамод Дж. Садаладж і Мартін Фаулер пояснюють, як працюють бази даних NoSQL і чому вони можуть бути кращою альтернативою традиційним СКБД. Автори надають швидкий путівник по концепціях, які необхідно знати, щоб оцінити, чи підходять бази даних NoSQL для ваших потреб, і якщо так, то які технології вам слід вивчити далі.

Перша частина книги присвячена основним поняттям, зокрема безсхемним моделям даних, агрегатам, новим моделям розподілу, теоремі CAP та map-reduce. У другій частині автори досліджують архітектурні та проектні питання, пов'язані з реалізацією NoSQL. Вони також представляють реалістичні приклади використання, які демонструють роботу баз даних NoSQL і містять репрезентативні приклади з використанням Riak, MongoDB, Cassandra і Neo4j.

Крім того, спираючись на новаторську роботу Прамода Садалаге, NoSQL Distilled показує, як реалізувати еволюційний дизайн за допомогою міграції схем - важливого методу застосування баз даних NoSQL. Книга завершується описом того, як NoSQL відкриває нову еру поліглотної персистентності, де співіснують кілька світів зберігання даних, а архітектори можуть вибрати технологію, яка найкраще оптимізована для кожного типу доступу до даних.
Повний текст, завантажений на ваш комп'ютер

З електронними книгами ви можете

шукати ключові поняття, слова та фрази робити нотатки та помітки під час вивчення ділитися своїми нотатками з друзями
Електронні книги завантажуються на ваш комп'ютер і доступні як офлайн через Книжкову полицю (можна завантажити безкоштовно), так і онлайн, а також через додатки для iPad та Android.

Після покупки ви отримаєте електронною поштою код та інструкції, як отримати доступ до цього продукту.

Обмеження в часі

Продукти електронних книг не мають терміну придатності. Ви матимете доступ до своїх цифрових електронних книг, поки у вас встановлена Книжкова полиця.",2012,192,4,2013-10-16T09:41:44.000Z,0,0,0
23,9781873532904,Head First Ruby,Джей Макгаврен,"Що ви дізнаєтеся з цієї книги?

Чому так багато шуму навколо цієї мови Ruby? Чи підходить вона вам? Запитайте себе: чи не втомилися ви від усіх цих додаткових декларацій, ключових слів та кроків компіляції у вашій іншій мові? Ви хочете бути більш продуктивним програмістом? Тоді вам сподобається Ruby. Завдяки цьому унікальному практичному посібнику ви дізнаєтеся, як Ruby подбає про всі деталі за вас, щоб ви могли просто розважатися і робити більше з меншою кількістю коду.

Чому ця книга виглядає інакше?

Заснована на останніх дослідженнях у галузі когнітивної науки та теорії навчання, Head First Ruby використовує візуально насичений формат, щоб залучити ваш розум, а не важкий текстовий підхід, який присипляє вас. Навіщо витрачати час на боротьбу з новими поняттями? Цей мультисенсорний навчальний досвід розроблений з урахуванням того, як насправді працює ваш мозок.",2015,572,1,2013-04-13T06:43:49.000Z,0,0,0
24,9783397909835,Practical Vim,Дрю Нейл,"Vim - це швидкий та ефективний текстовий редактор, який зробить вас швидшим та ефективнішим розробником. Він доступний майже на всіх операційних системах, і якщо ви опануєте прийоми, описані в цій книжці, вам ніколи не знадобиться інший текстовий редактор. Понад 120 порад з Vim допоможуть вам швидко освоїти основні функції редактора і впоратися з найскладнішими завданнями редагування та написання текстів. Цей популярний бестселер було перероблено та оновлено до версії Vim 7.4, до нього увійшли три абсолютно нові та п'ять повністю перероблених порад.

Це кросплатформний текстовий редактор з широкими можливостями налаштування, який є серйозним інструментом для програмістів, веб-розробників та сисадмінів, які хочуть покращити свої навички роботи. Жоден інший текстовий редактор не може зрівнятися з Vim за швидкістю та ефективністю; він працює майже на всіх можливих системах і підтримує більшість мов кодування та розмітки.

Дізнайтеся, як редагувати текст ""по-вімівськи"": виконайте серію повторюваних змін за допомогою The Dot Formula, використовуючи одне натискання клавіші, щоб влучити в ціль, а потім ще одне натискання клавіші, щоб виконати зміну. Автоматизуйте складні завдання, записавши натискання клавіш у вигляді макросу. Відкрийте для себе ""дуже чарівний"" перемикач, який робить синтаксис регулярних виразів Vim більш схожим на синтаксис Perl. Створюйте складні шаблони, ітераційно переглядаючи історію пошуку. Шукайте у декількох файлах, а потім виконуйте команду заміни Vim у наборі результатів для пошуку та заміни у всьому проекті. І все це без встановлення жодного плагіна! Три нові підказки пояснюють, як запускати декілька команд ex у пакеті, автоматично доповнювати послідовності слів і працювати з повним збігом пошуку.

Практичний Vim, друге видання покаже вам нові способи ефективнішої роботи з Vim 7.4, незалежно від того, чи ви початківець, чи користувач середнього рівня. І все це без необхідності торкатися миші.",2015,356,5,1995-09-02T08:24:14.000Z,0,0,0
25,9789394846135,Head First. Патерни проєктування,Ерiк Фрiмен,"«Патерни проєктування» — ваша книжка, якщо вам хоч колись доводилося стикатися з проблемами дизайну програмного забезпечення. Вам не доведеться «винаходити колесо» — просто скористайтеся зведеним докупи величезним досвідом розробників і можливістю використовувати найкращі практики. Ви дізнаєтеся, навіщо потрібні патерни, побачите, як вони виглядають і працюють у «дикій природі», а призвичаївшись до їх використання, зможете витратити вільний час на щось більш складне і цікаве. Автори чудово показали, як патерни використовуються у Java API і як застосувати вбудовану підтримку патернів Java у вашому власному коді. Заразом ви засвоїте реальні принципи ОО-програмування, що залишаться з вами і тоді, коли доведеться працювати без патернів. Візуально насичений формат книжки розроблений із використанням новітніх досліджень в галузях нейробіології, когнітивної науки і теорії навчання. Тому весь її матеріал миттєво запам’ятовується, і невдовзі ви зможете з легкістю спілкуватися з іншими членами вашої команди на «таємній мові» патернів проєктування.",2023,672,2,1990-02-08T13:42:17.000Z,0,0,0
26,9780212843589,Чиста архітектура,Роберт Мартін,"Це друге видання справжнього бестселеру серед IT-літератури. В попереднє видання було внесено заміни з урахуванням зауважень від фахівців. Користуючись універсальними правилами архітектури програмного забезпечення, можна значно підвищити продуктивність праці розробників протягом усього життєвого циклу будь-якої програмної системи. Легендарний майстер програмного забезпечення Роберт К. Мартін («Дядечко Боб») розкриває ці правила у своїй книжці «Чиста архітектура: мистецтво розроблення програмного забезпечення» і допомагає їх застосувати.",2019,368,5,1988-07-06T23:20:14.000Z,0,0,0
27,9786237779711,PYTHON для дітей. Веселий вступ до програмування,Бріґґс Джейсон Р.,"Програмуйте із задоволенням!
Ця книга легко та невимушено допоможе вивчити основи однієї з найпопулярніших сучасних мов програмування — Python, що завдяки простому та зрозумілому синтаксису особливо підходить для новачків. Крок за кроком, на простих і дотепних прикладах та за допомогою смішних завдань ви зможете дізнатися про тонкощі мови Python.

Навчіться використовувати основні елементи цієї мови — списки, функції, модулі, малювати вбудованими інструментами Python та анімувати зображення і навіть зможете написати дві справжні комп'ютерні ігри: іграшку з м'ячем «Скок» та бродилку «Містер Руки-палички біжить до виходу».",2017,400,3,2022-04-10T11:20:05.000Z,0,0,0
28,9784716698164,Програмування мовою Java,Васильев Алексей Николаевич,"Книга ""Програмування мовою Java"" від Олексія Васильєва є важливим джерелом інформації для тих, хто цікавиться розробкою програм на мові Java. Вона охоплює всі основні теми, необхідні для розуміння та використання цієї мови програмування.

Однією з головних переваг цієї книги є те, що вона представляє матеріал у зрозумілій та простій формі. Автор пояснює складні концепції за допомогою прикладів, що сприяє кращому розумінню та запам'ятовуванню матеріалу. Такий підхід дозволяє читачам ефективно освоювати основи мови Java.

Книга охоплює широкий спектр тем, починаючи з базових прийомів створення програм і закінчуючи розробкою програм із графічним інтерфейсом. Читачі зможуть ознайомитися з основними конструкціями мови, операторами, типами даних, об'єктно-орієнтованим програмуванням, обробкою помилок, роботою з файлами та багатьма іншими деталями. Всі ці теми представлені систематично і логічно, що сприяє кращому засвоєнню матеріалу.

Книга також включає практичні приклади, які допомагають застосовувати отримані знання у реальних ситуаціях. Це допомагає читачам розвивати навички програмування та практичне розуміння мови Java.

Програмування на Java відрізняється від програмування на багатьох інших мовах завдяки своїм особливостям і характеристикам. Ось кілька ключових відмінностей, які варто враховувати.

Одна з найбільших переваг Java полягає в тому, що вона є кросплатформенною мовою програмування. Це означає, що програми, написані на Java, можуть працювати на будь-якій операційній системі, такі як Windows, macOS або Linux, без необхідності переписування коду. Це досягається завдяки використанню віртуальної машини Java (JVM), яка перетворює Java-код у машинний код, зрозумілий для конкретної операційної системи.

Java використовує об'єктно-орієнтований підхід до програмування, що дозволяє розбити програми на окремі об'єкти, які взаємодіють між собою. Це спрощує розробку, підтримку і розширення програм, оскільки об'єкти можуть бути повторно використані та модифіковані.

Система керування пам'яттю: Java має вбудовану систему керування пам'яттю, яка автоматично вирішує питання виділення та звільнення пам'яті для об'єктів. Це означає, що програмістам не потрібно явно виконувати операції з пам'яттю, такі як виділення та звільнення, що допомагає уникнути багатьох типових помилок, пов'язаних з управлінням пам'яттю.

Загалом, ""Програмування мовою Java"" є цінним ресурсом для всіх, хто бажає вивчити мову програмування Java. Вона пропонує чіткі пояснення, практичні приклади та широкий спектр охоплених тем. Рекомендуємо цю книгу як надійне джерело інформації для вивчення мови Java. Придбайте видання у Книгарні Є. Замовляйте його в розділі “Програмування” на нашому сайті та починайте вивчати програмування разом із нами! А ще вас зацікавить видання «Нead First. Патерни проєктування. Легкий для сприйняття довідник».",2020,696,2,1988-03-13T01:55:10.000Z,0,0,0
29,9787883597100,Чистий AGILE. Назад до основ,Роберт Мартін," За майже 20 років, які минули від опублікування Маніфесту Agile, розуміння цієї методології стало суттєво відрізнятися від тих намірів, котрі було покладено в основу її творцями. Тож зараз саме час повернутися до оригінальної ідеї Agile: негроміздкого рішення маленького завдання, поставленого перед невеликими командами програмістів, які виконують дрібні завдання. А хто може допомогти в цьому краще за Дядька Боба — одного з авторів гнучкої розробки програмного забезпечення, відомого міжнародного консультанта та письменника Роберта С. Мартіна, чиї книжки «Чиста архітектура» та «Чистий код» стали настільними для багатьох програмістів.",2023,224,1,2005-02-14T23:16:53.000Z,0,0,0
30,9781632437617,BIG DATA. Зброя математичного знищення. Як великі дані збільшують нерівність і загрожують демократії,Кейт О'Ніл,"Ми живемо в епоху алгоритмів. Рішення, які впливають на наше життя, дедалі частіше ухвалюють не люди, бо їх визначають математичні моделі. Це має забезпечити справедливість рішень, позаяк кожного судять за одними й тими самими правилами, і упередженість зводять нанівець. Проте Кейт О’Ніл розкриває в книзі інший бік Big Data і математичних алгоритмів ухвалення рішень. Моделі, які застосовують нині, є непрозорими, нерегульованими й беззаперечними, навіть коли явно помиляються. Вони здатні посилювати дискримінацію. Приміром, бідний студент не може отримати позику, позаяк модель кредитування вважає його занадто ризикованим (з огляду на його поштовий індекс), тим самим його позбавляють можливості здобути гарну освіту, яка може витягнути його з бідності. Математичні моделі допомагають сильнішим, натомість карають слабких, створюючи «токсичний коктейль для демократії». Ласкаво просимо на темний бік Big Data.",2019,336,3,2022-07-06T05:39:22.000Z,0,0,0
31,9780938961444,PRObusiness: Як пасти котів,Дж. Генк Рейнвотер,"Ця книга надає поради та інсайти щодо керування програмістами в IT-індустрії. Вона проводить аналогію між програмістами та котами, обговорюючи їхні спільні риси та особливості. Книга допомагає менеджерам та лідерам зрозуміти, як керувати командами програмістів та досягти успіху в цій галузі.",2020,320,4,1972-03-12T10:25:49.000Z,0,0,0
32,9781315304571,Continuous Delivery,"Jez Humble, David Farley","Переможець конкурсу Jolt Excellence Award 2011! Випуск програмного забезпечення для користувачів часто є болючим, ризикованим і трудомістким процесом. У цій революційній книзі викладено принципи та технічні методи, які дозволяють швидко та поступово надавати користувачам високоякісні та цінні нові функціональні можливості. Завдяки автоматизації процесів збірки, розгортання та тестування, а також покращенню співпраці між розробниками, тестувальниками та експлуатаційниками, команди розробників можуть випускати зміни за лічені години, а іноді навіть хвилини, незалежно від розміру проекту чи складності його кодової бази.   Джез Хамбл та Девід Фарлі починають з представлення основ швидкого, надійного та малоризикованого процесу доставки. Далі вони представляють ""конвеєр розгортання"" - автоматизований процес управління всіма змінами, від реєстрації до релізу. Нарешті, вони обговорюють ""екосистему"", необхідну для підтримки безперервної доставки, від управління інфраструктурою, даними і конфігурацією до управління.   Автори представляють найсучасніші методи, включаючи автоматизоване управління інфраструктурою та міграцію даних, а також використання віртуалізації. Для кожного з них вони розглядають ключові питання, визначають найкращі практики та демонструють, як зменшити ризики. Курс охоплює такі теми: - Автоматизація всіх аспектів побудови, інтеграції, тестування та розгортання програмного забезпечення; - Впровадження конвеєрів розгортання на рівні команди та організації; - Покращення співпраці між розробниками, тестувальниками та операторами; - Поетапна розробка функцій у великих та розподілених командах; - Впровадження ефективної стратегії управління конфігурацією; - Автоматизація приймально-здавальних випробувань, Автоматизація приймального тестування від аналізу до реалізації - Тестування продуктивності та інших нефункціональних вимог - Впровадження безперервного розгортання та випусків з нульовим часом простою - Управління інфраструктурою, даними, компонентами та залежностями - Навігація по управлінню ризиками, дотриманню нормативних вимог та аудиту Незалежно від того, чи є ви розробником, системним адміністратором, тестувальником або менеджером, ця книга допоможе вашій організації швидше, ніж будь-коли, перейти від ідеї до випуску - щоб ви могли швидко та надійно приносити користь своєму бізнесу.",2020,432,2,2015-12-31T15:18:02.000Z,0,0,0
33,9789411769645,Алгоритмы на Java,"Роберт Седжвик, Кевин Уэйн","Книга Седжвіка і Вейна ""АЛГОРИТМИ на Java"" є класичним довідковим посібником, в якому міститься необхідний обсяг знань для програміста в області алгоритмів, накопичених за останні кілька десятиліть У книзі ""АЛГОРИТМИ на Java"" представлено широкий спектр тем, що розглядаються: вичерпне тлумачення структур даних та алгоритмів сортування, пошуку, обробки графів і рядків, включно з п'ятдесятьма алгоритмами (дивись algs4.cs.princeton.edu/code), які повинен знати кожен програміст. Описуються нові реалізації алгоритмів на Java, написані в ясному модульному стилі, за якого весь код доступний читачеві і повністю готовий до використання. У книзі вивчення алгоритмів на Java ведеться в контексті найважливіших наукових, інженерних та комерційних додатків. Клієнти та алгоритми виражені за допомогою реального коду, а не псевдокоду, як у багатьох інших книгах. Книжка ""АЛГОРИТМИ на Java"" вирізняється з-поміж безлічі інших ясним і стислим текстом, детальними прикладами з ілюстраціями, ретельно підібраним кодом, історичним і науковим контекстом, а також вправами для самостійного опрацювання на всіх рівнях. У книзі подано точні міркування щодо продуктивності, що підтримуються відповідними математичними моделями та емпіричними дослідженнями, що підтверджують достовірність цих моделей Книга Седжвіка та Вейна ""АЛГОРИТМИ на Java"" підтримується в Інтернет веб-сайтом algs4.cs.princeton.edu, на якому містяться дайджести, коди програм, тестові дані, програмні проєкти, вправи, слайди для лекцій та інші корисні ресурси.",2012,848,2,2007-02-14T13:12:19.000Z,0,0,0
34,9789022921579,Сам себе программист. Как научиться программировать и устроиться в Ebay?,Кори Альтхофф,"Автор книги всього за рік навчився програмувати, що саме по собі чимало. Однак Кору Альтхофф пішов далі, і, навчившись програмувати, він влаштувався розробником на одну з найбільш серйозних сучасних IT-компаній — Ebay. Як йому вдалося? Читайте цю книгу, вивчайте програмування на мові Python за унікальною авторською методикою — вам це теж під силу!",2018,208,3,2000-02-16T12:00:44.000Z,0,0,0
35,9784279491073,Rapid Development,Steve McConnell,"Команди корпоративних і комерційних розробників програмного забезпечення прагнуть вирішити одну важливу проблему - як контролювати свої напружені графіки розробки. У книзі ""ШВИДКА РОЗРОБКА"" автор Стів МакКоннелл розглядає цю проблему, використовуючи загальні стратегії, конкретні найкращі практики та цінні поради, які допомагають скоротити та контролювати графіки розробки та підтримувати проекти в русі. Усередині ви знайдете
Стратегію швидкої розробки, яку можна застосувати до будь-якого проекту, та найкращі практики, які допоможуть їй працювати Відверте обговорення чудових і не дуже практик швидкої розробки - оцінки, прототипування, вимушених понаднормових, мотивації, командної роботи, мов швидкої розробки, управління ризиками та багато іншого Список класичних помилок, яких слід уникати у проектах швидкої розробки, включаючи повзучі вимоги, низьку якість та синдром срібної кулі Приклади, які яскраво ілюструють, що може піти не так, що може піти правильно, і як визначити, в якому напрямку рухається ваш проект ШВИДКА РОЗРОБКА - це реальний посібник для більш ефективної розробки додатків.
Повний текст завантажується на ваш комп'ютер

З електронною книгою ви можете

шукати ключові поняття, слова та фрази робити нотатки та помітки під час вивчення ділитися своїми нотатками з друзями
Електронні книги завантажуються на ваш комп'ютер і доступні як офлайн через Книжкову полицю (можна завантажити безкоштовно), так і онлайн, а також через додатки для iPad та Android.

Після покупки ви отримаєте електронною поштою код та інструкції, як отримати доступ до цього продукту.

Обмеження в часі

Продукти електронних книг не мають терміну придатності. Ви матимете доступ до своїх цифрових електронних книг, поки у вас встановлена Книжкова полиця.",1996,672,4,1983-01-19T12:41:59.000Z,0,0,0
36,9789964518196,Кодеры за работой. Размышления о ремесле программиста,Питер Сейбел,"Із книжки ви дізнаєтеся про майбутнє програмування і як навчитися програмувати, як вибір мови програмування впливає на продуктивність і чи можна полегшити виконання важковіднайдених помилок",2011,537,5,1976-04-17T23:41:43.000Z,0,0,0
37,9781419634840,Предметно-ориентированное проектирование (DDD). Структуризация сложных программных систем,Эрик Эванс,"Класична книга Е. Еванса ""Предметно-орієнтоване проектування: структуризація складних програмних систем"" висвітлює найбільш загальне, стратегічне коло питань, пов'язаних з об'єктно-орієнтованою розробкою програмного забезпечення. Це переробка та структуризація знань про предметні галузі, застосування типових архітектурних шаблонів, побудова та аналіз моделей предметних областей, проектування програмних об'єктів з точки зору якості їх взаємодії та передачі логічної структури знань, організація програм на основі великомасштабних структур, вироблення спільної мови та стратегії комунікації в групі. Підхід автора будується на динамічному рефакторингу моделі та постійної дистиляції знань. Це дозволяє досягти високого ступеня гармонії між логікою предметної області та кодом програми, а також достатньої гнучкості програмної архітектури для зручного доопрацювання та інтеграції програмного забезпечення. Книга насичена практичними прикладами реальних проектів.

Світова спільнота програмістів визнає, що моделювання предметних областей є ключовим розділом проектування програмного забезпечення. У моделях предметних областей розробники висловлюють складні функції своїх програм, реалізуючи їх у такому вигляді, що відповідає реальним потребам користувачів. Незважаючи на очевидну важливість предмета, існує дуже мало посібників з ефективного впровадження моделювання предметних областей у практику розробки програм.

Книга Еріка Еванса заповнює цю прогалину. Вона присвячена не окремим технологіям, а систематичному предметно-орієнтованому підходу. У ній представлений широкий набір прийомів та методик, заснованих на практичному досвіді, та фундаментальних принципів, що допомагають у реалізації програмних проектів із складних предметних областей. Органічно переплітаючи практику проектування та реалізації програм, ця книга містить багато фактичних прикладів, що ілюструють застосування загальних стратегічних принципів у реальних програмних проектах.

З книги читач дізнається, як за допомогою моделі предметної області надати розробці складної системи потрібну спрямованість та динаміку. Виділено основні прийоми та зразки-шаблони, що утворюють спільну мову групи розробників. Особливо наголошується на необхідності рефакторингу не тільки коду, а й моделі в його основі, що у поєднанні з ітераційною agile-методикою призводить до поглиблення знань про предметну область та підвищення якості взаємодії між фахівцями та програмістами. Підхід книги будується саме на цьому фундаменті, пропонуючи моделі та архітектури для систем та організацій будь-якої складності.

Зокрема, у книзі розглядаються такі теми:
- Єдина мова спілкування для групи розробників.
- Глибокий зв'язок між моделлю та програмною реалізацією.
- Виділення ключових характеристик моделі.
- управління циклом існування об'єктів.
- Написання коду предметної області, що легко інтегрується.
- Як зробити складний код очевидним та передбачуваним у поведінці.
- Формулювання введення у предметну область.
- дистиляція ядра предметної області.
- Пошук неявних понять, прихованих у моделі.
- Застосування аналітичних шаблонів.
- Архітектурні шаблони у моделях.
- Підтримка цілісності великих систем.
- співіснування кількох моделей в одному проекті.
- Організація систем відповідно до великомасштабних структур.
- Якісні стрибки у моделях.

Маючи під рукою цю книгу, розробники об'єктно-орієнтованих програм, системні аналітики та архітектори завжди будуть мати у своєму розпорядженні набір рекомендацій щодо організації своєї праці, створення складних і корисних моделей предметних областей, перетворення їх на високоякісні, довгоживучі програмні продукти.
Книга призначена для підвищення кваліфікації програмістів, які працюють, зокрема, за методиками екстремального програмування та agile-розробки. Може бути корисною студентам відповідних спеціальностей.",2011,448,5,2001-02-15T07:53:31.000Z,0,0,0
38,9780811372619,Искусство программирования,Дональд Кнут,"Перший том серії книг Дональда Е. Батога ""Мистецтво програмування"" починається з опису основних понять і методів програмування. Потім автор зосереджується на розгляді інформаційних структур - поданні інформації всередині комп'ютера, структурні зв'язки між елементами даних і про способам ефективної роботи з ними. Для методів імітації, символьних обчислень, числових методів, методів розробки програмного забезпечення наведено приклади елементарних додатків. Порівняно з попереднім виданням, додані десятки простих, але в той же час дуже важливих алгоритмів.
В книзі ""Мистецтво програмування, том 1. Основні алгоритми"" згідно з сучасними напрямками досліджень був істотно перероблений розділ математичного введення.",2020,720,5,1970-10-11T05:54:07.000Z,0,0,0
39,9783716818879,Структура и Интерпретация Компьютерных Программ,"Абельсон Харольд, Сассман Джеральд Джейrn","Книга присвячена опису різних систем програмного синтаксису, аналізу переходу від набору алгоритмів до програмного коду.
Значне місце приділяється обговоренню набору ""елементарних програм"", які використовуються як елементи конструкції програм вищих рівнів складності, оптимізації співвідношення їхньої ""ваги"" та ефективності.
Особливу увагу автори приділяють аналізу проблеми взаємодії комп'ютера як фізичного об'єкта і програмного коду, що забезпечує інформаційну складову обчислення. Книга буде корисною всім, кому доводиться мати справу з програмуванням, зокрема і в гуманітарних галузях знання.",2004,608,5,1997-03-01T18:45:33.000Z,0,0,0
40,9780747620501,Шаблоны корпоративных приложений,Мартин Фаулер,"Книга ""Шаблони корпоративних додатків"" є перевиданням книги ""Архітектура корпоративних програмних додатків"" !
Створення комп'ютерних систем - справа далеко не проста. У міру того як зростає їхня складність, процеси конструювання відповідного програмного забезпечення стають дедалі трудомісткішими, причому витрати праці зростають експоненціально. Як і в будь-якій професії, прогрес у програмуванні досягається виключно шляхом навчання, причому не тільки на помилках, а й на успіхах - як своїх, так і чужих. Книга дає відповіді на важкі питання, з якими доводиться стикатися всім розробникам корпоративних систем. 
Автор, відомий фахівець у галузі об'єктно-орієнтованого програмування, помітив, що з розвитком технологій базові принципи проєктування та розв'язання загальних проблем залишаються незмінними, і виділив понад 40 найуживаніших підходів, оформивши їх у вигляді типових рішень. Результат перед вами - незамінний посібник з архітектури програмних систем для будь-якої корпоративної платформи. Цей своєрідний навчальний посібник допоможе вам не тільки засвоїти інформацію, а й передати отримані знання оточуючим значно швидше й ефективніше, ніж це вдавалося автору. 
Книга призначена для програмістів, проектувальників і архітекторів, які займаються створенням корпоративних додатків і прагнуть підвищити якість ухвалюваних стратегічних рішень.",2022,544,3,1989-12-11T01:50:13.000Z,0,0,0
41,,"Высоконагруженные приложения. Программирование, масштабирование, поддержка",Мартин Клеппман,"В этой книге вы найдете ключевые принципы, алгоритмы и компромиссы, без которых не обойтись при разработке высоконагруженных систем для работы с данными. Материал рассматривается на примере внутреннего устройства популярных программных пакетов и фреймворков.

В книге три основные части, посвященные, прежде всего, теоретическим аспектам работы с распределенными системами и базами данных.

От читателя требуются базовые знания SQL и принципов работы баз данных.",2018,654,5,2023-11-28T17:41:54.000Z,30,34,0
